Postal Code,ZIP_CIDE,Walk_Score
H4P,H4P 2G9,63
H4P,H4P 2H1,60
H4P,H4P 2H2,59
H4P,H4P 2H4,57
H4P,H4P 2H5,58
H4P,H4P 2H7,58
H4P,H4P 2J2,48
H4P,H4P 2J4,61
H4P,H4P 2J5,56
H4P,H4P 2J8,37
H4P,H4P 2J9,40
H4P,H4P 2K1,13
H4P,H4P 2K3,30
H4P,H4P 2K6,29
H4P,H4P 2K9,20
H4P,H4P 2L1,30
H4P,H4P 2L3,27
H4P,H4P 2L7,25
H4P,H4P 2L8,25
H4P,H4P 2L9,27
H4P,H4P 2M1,38
H4P,H4P 2M2,29
H4P,H4P 2M3,31
H4P,H4P 2M5,56
H4P,H4P 2M8,60
H4P,H4P 2M9,50
H4P,H4P 2N1,56
H4P,H4P 2N2,48
H4P,H4P 2N5,71
H4P,H4P 2N7,56
H4P,H4P 2N9,76
H4P,H4P 2P1,69
H4P,H4P 2P2,28
H4P,H4P 2P4,65
H4P,H4P 2P5,52
H4P,H4P 2P7,30
H4P,H4P 2P9,29
H4P,H4P 2R1,63
H4P,H4P 2R2,22
H4P,H4P 2R3,16
H4P,H4P 2R7,63
H4P,H4P 2R8,61
H4P,H4P 2R9,67
H4P,H4P 2S1,61
H4P,H4P 2S3,31
H4P,H4P 2S4,58
H4P,H4P 2S5,61
H4P,H4P 2S8,56
H4P,H4P 2S9,62
H4P,H4P 2T1,24
H4P,H4P 2T2,41
H4P,H4P 2T3,61
H4P,H4P 2T4,23
H4P,H4P 2T5,53
H4P,H4P 2T6,64
H4P,H4P 2T7,48
H4P,H4P 2T8,56
H4P,H4P 2T9,61
H4R,H4R 0A1,17
H4R,H4R 0A2,17
H4R,H4R 0A3,26
H4R,H4R 0A4,26
H4R,H4R 0A5,27
H4R,H4R 0A6,27
H4R,H4R 0A7,27
H4R,H4R 0A8,27
H4R,H4R 0A9,27
H4R,H4R 0B1,27
H4R,H4R 0B2,27
H4R,H4R 0B3,33
H4R,H4R 0B4,16
H4R,H4R 0B5,17
H4R,H4R 0B6,17
H4R,H4R 0B7,60
H4R,H4R 0B8,34
H4R,H4R 0B9,35
H4R,H4R 0C2,9
H4R,H4R 0C3,19
H4R,H4R 0C4,20
H4R,H4R 0C5,33
H4R,H4R 0C7,36
H4R,H4R 0C8,35
H4R,H4R 0C9,53
H4R,H4R 0E2,11
H4R,H4R 0E3,10
H4R,H4R 0E4,35
H4R,H4R 0E5,34
H4R,H4R 0E6,53
H4R,H4R 0E7,18
H4R,H4R 0E8,33
H4R,H4R 0E9,33
H4R,H4R 0G1,9
H4R,H4R 0G2,11
H4R,H4R 0G3,11
H4R,H4R 0G4,11
H4R,H4R 0G5,11
H4R,H4R 0G6,14
H4R,H4R 0G7,36
H4R,H4R 0G8,45
H4R,H4R 0G9,36
H4R,H4R 0H1,18
H4R,H4R 0H2,18
H4R,H4R 0H3,48
H4R,H4R 0H4,38
H4R,H4R 0H5,35
H4R,H4R 0H7,10
H4R,H4R 0H8,11
H4R,H4R 0H9,9
H4R,H4R 0J1,33
H4R,H4R 0J2,35
H4R,H4R 0J4,33
H4R,H4R 0J5,14
H4R,H4R 0J7,57
H4R,H4R 0J9,42
H4R,H4R 0K1,37
H4R,H4R 0K2,37
H4R,H4R 0K3,30
H4R,H4R 0K4,24
H4R,H4R 0K5,7
H4R,H4R 0K6,27
H4R,H4R 0K7,30
H4R,H4R 0K8,58
H4R,H4R 0K9,32
H4R,H4R 0L1,36
H4R,H4R 0L2,39
H4R,H4R 0L3,11
H4R,H4R 0L4,21
H4R,H4R 0L5,17
H4R,H4R 0L6,24
H4R,H4R 0L7,31
H4R,H4R 0L8,31
H4R,H4R 0L9,24
H4R,H4R 0M1,24
H4R,H4R 0M2,51
H4R,H4R 0M3,Walk
H4R,H4R 0M4,53
H4R,H4R 0M5,37
H4R,H4R 0M6,Walk
H4R,H4R 0M7,27
H4R,H4R 0M9,15
H4R,H4R 0N1,55
H4R,H4R 0N2,55
H4R,H4R 0N3,55
H4R,H4R 0N4,37
H4R,H4R 0N5,Walk
H4R,H4R 0N6,37
H4R,H4R 0N7,Walk
H4R,H4R 0N8,Walk
H4R,H4R 0N9,47
H4R,H4R 0P1,Walk
H4R,H4R 0P2,Walk
H4R,H4R 0P3,Walk
H4R,H4R 0P4,30
H4R,H4R 0P5,53
H4R,H4R 0P6,Walk
H4R,H4R 0P7,Walk
H4R,H4R 0P8,Walk
H4R,H4R 0P9,Walk
H4R,H4R 0R1,31
H4R,H4R 0R2,53
H4R,H4R 0R3,24
H4R,H4R 0R5,Walk
H4R,H4R 0R6,Walk
H4R,H4R 0R7,53
H4R,H4R 0R8,Walk
H4R,H4R 1A1,11
H4R,H4R 1A2,11
H4R,H4R 1A3,13
H4R,H4R 1A4,13
H4R,H4R 1A5,13
H4R,H4R 1A6,20
H4R,H4R 1A7,22
H4R,H4R 1A8,25
H4R,H4R 1B1,13
H4R,H4R 1B2,20
H4R,H4R 1B3,13
H4R,H4R 1B4,29
H4R,H4R 1B5,15
H4R,H4R 1B6,13
H4R,H4R 1B7,42
H4R,H4R 1B8,51
H4R,H4R 1C1,37
H4R,H4R 1C3,48
H4R,H4R 1C4,29
H4R,H4R 1C5,29
H4R,H4R 1C6,30
H4R,H4R 1C7,27
H4R,H4R 1C8,11
H4R,H4R 1E1,11
H4R,H4R 1E3,8
H4R,H4R 1E6,10
H4R,H4R 1E7,9
H4R,H4R 1E9,27
H4R,H4R 1G1,13
H4R,H4R 1G2,18
H4R,H4R 1G3,28
H4R,H4R 1G4,24
H4R,H4R 1G5,28
H4R,H4R 1G6,30
H4R,H4R 1G7,25
H4R,H4R 1G8,26
H4R,H4R 1G9,22
H4R,H4R 1H1,30
H4R,H4R 1H2,30
H4R,H4R 1H3,25
H4R,H4R 1H4,25
H4R,H4R 1H5,29
H4R,H4R 1H6,26
H4R,H4R 1H7,26
H4R,H4R 1H8,26
H4R,H4R 1H9,31
H4R,H4R 1J2,23
H4R,H4R 1J3,29
H4R,H4R 1J4,23
H4R,H4R 1J5,59
H4R,H4R 1J6,67
H4R,H4R 1J7,66
H4R,H4R 1J9,21
H4R,H4R 1K2,21
H4R,H4R 1K3,57
H4R,H4R 1K4,55
H4R,H4R 1K5,53
H4R,H4R 1K6,56
H4R,H4R 1K7,56
H4R,H4R 1K8,57
H4R,H4R 1L1,55
H4R,H4R 1L2,39
H4R,H4R 1L3,36
H4R,H4R 1L4,36
H4R,H4R 1L5,55
H4R,H4R 1L6,39
H4R,H4R 1L7,39
H4R,H4R 1L8,30
H4R,H4R 1L9,30
H4R,H4R 1M1,32
H4R,H4R 1M2,32
H4R,H4R 1M3,39
H4R,H4R 1M4,32
H4R,H4R 1M5,32
H4R,H4R 1M6,34
H4R,H4R 1M7,42
H4R,H4R 1M9,38
H4R,H4R 1N1,29
H4R,H4R 1N2,29
H4R,H4R 1N3,34
H4R,H4R 1N4,42
H4R,H4R 1N5,67
H4R,H4R 1N6,59
H4R,H4R 1N7,46
H4R,H4R 1N8,52
H4R,H4R 1N9,52
H4R,H4R 1P1,34
H4R,H4R 1P2,43
H4R,H4R 1P3,29
H4R,H4R 1P4,44
H4R,H4R 1P5,31
H4R,H4R 1P7,42
H4R,H4R 1P8,41
H4R,H4R 1R2,44
H4R,H4R 1R5,34
H4R,H4R 1R7,56
H4R,H4R 1S1,47
H4R,H4R 1S2,32
H4R,H4R 1S3,46
H4R,H4R 1S4,46
H4R,H4R 1S5,50
H4R,H4R 1S6,50
H4R,H4R 1S7,50
H4R,H4R 1S8,50
H4R,H4R 1S9,59
H4R,H4R 1T1,58
H4R,H4R 1T2,51
H4R,H4R 1T3,58
H4R,H4R 1T4,27
H4R,H4R 1T7,44
H4R,H4R 1T8,37
H4R,H4R 1T9,30
H4R,H4R 1V1,34
H4R,H4R 1V3,32
H4R,H4R 1V4,28
H4R,H4R 1V5,38
H4R,H4R 1V6,46
H4R,H4R 1V7,32
H4R,H4R 1V8,34
H4R,H4R 1V9,30
H4R,H4R 1W2,29
H4R,H4R 1W3,29
H4R,H4R 1W4,38
H4R,H4R 1W6,36
H4R,H4R 1W7,20
H4R,H4R 1W8,41
H4R,H4R 1W9,31
H4R,H4R 1X1,26
H4R,H4R 1X3,25
H4R,H4R 1X4,25
H4R,H4R 1X5,36
H4R,H4R 1X6,34
H4R,H4R 1Y1,41
H4R,H4R 1Y2,36
H4R,H4R 1Y3,24
H4R,H4R 1Y4,24
H4R,H4R 1Y5,58
H4R,H4R 1Y6,50
H4R,H4R 1Y8,51
H4R,H4R 1Y9,61
H4R,H4R 1Z1,40
H4R,H4R 1Z2,8
H4R,H4R 1Z3,49
H4R,H4R 1Z4,47
H4R,H4R 1Z5,47
H4R,H4R 1Z6,36
H4R,H4R 1Z7,30
H4R,H4R 1Z8,41
H4R,H4R 1Z9,31
H4R,H4R 2A1,22
H4R,H4R 2A2,15
H4R,H4R 2A3,21
H4R,H4R 2A4,12
H4R,H4R 2A5,21
H4R,H4R 2A6,49
H4R,H4R 2A7,26
H4R,H4R 2A8,34
H4R,H4R 2A9,36
H4R,H4R 2B1,34
H4R,H4R 2B2,15
H4R,H4R 2B3,19
H4R,H4R 2B4,18
H4R,H4R 2B5,37
H4R,H4R 2B6,25
H4R,H4R 2B7,54
H4R,H4R 2B9,25
H4R,H4R 2C1,38
H4R,H4R 2C2,30
H4R,H4R 2C3,30
H4R,H4R 2C4,41
H4R,H4R 2C5,17
H4R,H4R 2C6,43
H4R,H4R 2C7,16
H4R,H4R 2C8,46
H4R,H4R 2C9,32
H4R,H4R 2E3,16
H4R,H4R 2E4,13
H4R,H4R 2E6,38
H4R,H4R 2E7,42
H4R,H4R 2E9,18
H4R,H4R 2G3,14
H4R,H4R 2G4,12
H4R,H4R 2G5,24
H4R,H4R 2G6,15
H4R,H4R 2G7,16
H4R,H4R 2G8,15
H4R,H4R 2G9,15
H4R,H4R 2H1,31
H4R,H4R 2H2,22
H4R,H4R 2H4,23
H4R,H4R 2H5,55
H4R,H4R 2H6,21
H4R,H4R 2H8,13
H4R,H4R 2H9,25
H4R,H4R 2J3,14
H4R,H4R 2J5,33
H4R,H4R 2J7,49
H4R,H4R 2J8,55
H4R,H4R 2J9,14
H4R,H4R 2K1,52
H4R,H4R 2K2,57
H4R,H4R 2K3,33
H4R,H4R 2K4,44
H4R,H4R 2K6,26
H4R,H4R 2K7,25
H4R,H4R 2K8,47
H4R,H4R 2K9,22
H4R,H4R 2L1,34
H4R,H4R 2L2,35
H4R,H4R 2L3,31
H4R,H4R 2L4,42
H4R,H4R 2L5,31
H4R,H4R 2L6,22
H4R,H4R 2L7,34
H4R,H4R 2L8,22
H4R,H4R 2L9,31
H4R,H4R 2M1,44
H4R,H4R 2M2,31
H4R,H4R 2M3,44
H4R,H4R 2M5,44
H4R,H4R 2M6,72
H4R,H4R 2M7,18
H4R,H4R 2M8,43
H4R,H4R 2M9,43
H4R,H4R 2N1,58
H4R,H4R 2N5,20
H4R,H4R 2N6,19
H4R,H4R 2N7,19
H4R,H4R 2N8,21
H4R,H4R 2N9,16
H4R,H4R 2P1,13
H4R,H4R 2P2,23
H4R,H4R 2P3,38
H4R,H4R 2P4,55
H4R,H4R 2P5,25
H4R,H4R 2P6,33
H4R,H4R 2P7,20
H4R,H4R 2P8,19
H4R,H4R 2P9,16
H4R,H4R 2R1,10
H4R,H4R 2R2,9
H4R,H4R 2R3,39
H4R,H4R 2R4,44
H4R,H4R 2R5,35
H4R,H4R 2R6,40
H4R,H4R 2R7,35
H4R,H4R 2R8,39
H4R,H4R 2R9,41
H4R,H4R 2S2,38
H4R,H4R 2S3,39
H4R,H4R 2S4,37
H4R,H4R 2S5,39
H4R,H4R 2S7,26
H4R,H4R 2S8,48
H4R,H4R 2T1,23
H4R,H4R 2T2,9
H4R,H4R 2T3,12
H4R,H4R 2T4,11
H4R,H4R 2T5,14
H4R,H4R 2T6,24
H4R,H4R 2T7,37
H4R,H4R 2T9,36
H4R,H4R 2V1,32
H4R,H4R 2V2,43
H4R,H4R 2V3,37
H4R,H4R 2V4,18
H4R,H4R 2V5,35
H4R,H4R 2V6,19
H4R,H4R 2W1,32
H4R,H4R 2W2,37
H4R,H4R 2W3,37
H4R,H4R 2W4,30
H4R,H4R 2W5,7
H4R,H4R 2W6,35
H4R,H4R 2W7,18
H4R,H4R 2W8,41
H4R,H4R 2W9,38
H4R,H4R 2X1,41
H4R,H4R 2X2,41
H4R,H4R 2X3,46
H4R,H4R 2X4,33
H4R,H4R 2X6,43
H4R,H4R 2X7,41
H4R,H4R 2X8,11
H4R,H4R 2X9,46
H4R,H4R 2Y2,15
H4R,H4R 2Y3,15
H4R,H4R 2Y4,39
H4R,H4R 2Y5,35
H4R,H4R 2Y6,37
H4R,H4R 2Y7,37
H4R,H4R 2Y8,35
H4R,H4R 2Y9,43
H4R,H4R 2Z1,37
H4R,H4R 2Z2,43
H4R,H4R 2Z3,35
H4R,H4R 2Z4,12
H4R,H4R 2Z5,42
H4R,H4R 2Z6,43
H4R,H4R 2Z8,18
H4R,H4R 2Z9,46
H4R,H4R 3A2,43
H4R,H4R 3A3,43
H4R,H4R 3A4,43
H4R,H4R 3A5,24
H4R,H4R 3A6,29
H4R,H4R 3A7,46
H4R,H4R 3A8,44
H4R,H4R 3A9,52
H4R,H4R 3B1,49
H4R,H4R 3B2,17
H4R,H4R 3B3,42
H4R,H4R 3B4,37
H4R,H4R 3B5,10
H4R,H4R 3B6,52
H4R,H4R 3B7,31
H4R,H4R 3B8,32
H4R,H4R 3C3,10
H4R,H4R 3C4,26
H4R,H4R 3C5,50
H4R,H4R 3C6,46
H4R,H4R 3C7,50
H4R,H4R 3C8,42
H4R,H4R 3C9,47
H4R,H4R 3E1,9
H4R,H4R 3E2,39
H4R,H4R 3E3,42
H4R,H4R 3E4,39
H4R,H4R 3E5,57
H4R,H4R 3E6,29
H4R,H4R 3E7,39
H4R,H4R 3E8,36
H4R,H4R 3E9,39
H4R,H4R 3G1,12
H4R,H4R 3G3,35
H4R,H4R 3G4,45
H4R,H4R 3G5,55
H4R,H4R 3G6,36
H4R,H4R 3G7,30
H4R,H4R 3G8,39
H4R,H4R 3G9,38
H4R,H4R 3H1,12
H4R,H4R 3H2,35
H4R,H4R 3H3,57
H4R,H4R 3H4,59
H4R,H4R 3H5,12
H4R,H4R 3H6,62
H4R,H4R 3H7,59
H4R,H4R 3H8,62
H4R,H4R 3H9,57
H4R,H4R 3J1,57
H4R,H4R 3J2,35
H4R,H4R 3J3,10
H4R,H4R 3J4,27
H4R,H4R 3J5,33
H4R,H4R 3J6,33
H4R,H4R 3J7,33
H4R,H4R 3J8,37
H4R,H4R 3J9,39
H4R,H4R 3K1,34
H4R,H4R 3K2,13
H4R,H4R 3K3,18
H4R,H4R 3K4,23
H4R,H4R 3K5,18
H4R,H4R 3K6,12
H4R,H4R 3K7,12
H4R,H4R 3K8,10
H4R,H4R 3K9,13
H4R,H4R 3L1,18
H4R,H4R 3L2,47
H4R,H4R 3L3,31
H4R,H4R 3L5,15
H4R,H4R 3L6,41
H4R,H4R 3L7,11
H4R,H4R 3L8,37
H4R,H4R 3L9,36
H4R,H4R 3M1,37
H4R,H4R 3M2,36
H4R,H4R 3M3,36
H4R,H4R 3M4,36
H4R,H4R 3N1,37
H4R,H4R 3N2,35
H4R,H4R 3N3,19
H4R,H4R 3N4,19
H4R,H4R 3N5,18
H4R,H4R 3N6,18
H4R,H4R 3N7,34
H4R,H4R 3N8,39
H4R,H4R 3N9,37
H4R,H4R 9L6,41
H4S,H4S 0A1,3
H4S,H4S 0A2,28
H4S,H4S 0A3,20
H4S,H4S 0A4,11
H4S,H4S 0A9,12
H4S,H4S 0B1,2
H4S,H4S 0B2,8
H4S,H4S 0B3,1
H4S,H4S 0B4,1
H4S,H4S 0B5,Walk
H4S,H4S 0B6,Walk
H4S,H4S 0B7,8
H4S,H4S 1A1,27
H4S,H4S 1A5,23
H4S,H4S 1A6,23
H4S,H4S 1A7,21
H4S,H4S 1A8,21
H4S,H4S 1A9,19
H4S,H4S 1B1,19
H4S,H4S 1B4,6
H4S,H4S 1B5,6
H4S,H4S 1B6,3
H4S,H4S 1B7,5
H4S,H4S 1B8,5
H4S,H4S 1C1,5
H4S,H4S 1C3,6
H4S,H4S 1C4,6
H4S,H4S 1C5,1
H4S,H4S 1C6,1
H4S,H4S 1C7,21
H4S,H4S 1C8,15
H4S,H4S 1C9,15
H4S,H4S 1E1,8
H4S,H4S 1E3,5
H4S,H4S 1E5,20
H4S,H4S 1E7,23
H4S,H4S 1E8,22
H4S,H4S 1E9,22
H4S,H4S 1G1,22
H4S,H4S 1G3,4
H4S,H4S 1G9,19
H4S,H4S 1H3,28
H4S,H4S 1H4,14
H4S,H4S 1H6,17
H4S,H4S 1H7,10
H4S,H4S 1H8,16
H4S,H4S 1H9,15
H4S,H4S 1J1,16
H4S,H4S 1J2,3
H4S,H4S 1J3,8
H4S,H4S 1J4,11
H4S,H4S 1J6,11
H4S,H4S 1J7,11
H4S,H4S 1J8,7
H4S,H4S 1J9,13
H4S,H4S 1K1,15
H4S,H4S 1K5,3
H4S,H4S 1K6,24
H4S,H4S 1K7,15
H4S,H4S 1K8,16
H4S,H4S 1K9,24
H4S,H4S 1L1,16
H4S,H4S 1L2,15
H4S,H4S 1L3,21
H4S,H4S 1L5,15
H4S,H4S 1L6,15
H4S,H4S 1L7,21
H4S,H4S 1L8,28
H4S,H4S 1L9,27
H4S,H4S 1M1,24
H4S,H4S 1M2,17
H4S,H4S 1M5,8
H4S,H4S 1M7,26
H4S,H4S 1M8,26
H4S,H4S 1M9,28
H4S,H4S 1N1,3
H4S,H4S 1N2,4
H4S,H4S 1N3,14
H4S,H4S 1N4,23
H4S,H4S 1N5,26
H4S,H4S 1N6,27
H4S,H4S 1N7,6
H4S,H4S 1N8,26
H4S,H4S 1N9,15
H4S,H4S 1P1,28
H4S,H4S 1P3,9
H4S,H4S 1P4,13
H4S,H4S 1P5,28
H4S,H4S 1P6,7
H4S,H4S 1P7,4
H4S,H4S 1P8,25
H4S,H4S 1P9,6
H4S,H4S 1R1,28
H4S,H4S 1R2,28
H4S,H4S 1R3,24
H4S,H4S 1R5,28
H4S,H4S 1R6,22
H4S,H4S 1R7,8
H4S,H4S 1R8,14
H4S,H4S 1R9,6
H4S,H4S 1S1,3
H4S,H4S 1S3,8
H4S,H4S 1S4,15
H4S,H4S 1S5,14
H4S,H4S 1S7,24
H4S,H4S 1S8,12
H4S,H4S 1S9,23
H4S,H4S 1T2,14
H4S,H4S 1T4,7
H4S,H4S 1T5,19
H4S,H4S 1T6,27
H4S,H4S 1T8,47
H4S,H4S 1T9,9
H4S,H4S 1V1,19
H4S,H4S 1V2,18
H4S,H4S 1V3,25
H4S,H4S 1V4,13
H4S,H4S 1V5,15
H4S,H4S 1V6,14
H4S,H4S 1V7,23
H4S,H4S 1V8,14
H4S,H4S 1V9,9
H4S,H4S 1W1,10
H4S,H4S 1W2,11
H4S,H4S 1W3,11
H4S,H4S 1W5,12
H4S,H4S 1W6,5
H4S,H4S 1W8,14
H4S,H4S 1W9,7
H4S,H4S 1X1,21
H4S,H4S 1X3,20
H4S,H4S 1X5,12
H4S,H4S 1X6,13
H4S,H4S 1X7,16
H4S,H4S 1X8,17
H4S,H4S 1X9,9
H4S,H4S 1Y1,19
H4S,H4S 1Y2,10
H4S,H4S 1Y3,7
H4S,H4S 1Y4,27
H4S,H4S 1Y5,25
H4S,H4S 1Y6,38
H4S,H4S 1Y7,30
H4S,H4S 1Y9,1
H4S,H4S 1Z1,17
H4S,H4S 1Z2,9
H4S,H4S 1Z3,0
H4S,H4S 1Z6,17
H4S,H4S 1Z7,17
H4S,H4S 1Z8,5
H4S,H4S 1Z9,7
H4S,H4S 2A1,6
H4S,H4S 2A2,9
H4S,H4S 2A3,16
H4S,H4S 2A4,6
H4S,H4S 2A5,0
H4S,H4S 2A6,5
H4S,H4S 2A9,8
H4S,H4S 2B2,12
H4S,H4S 2B3,5
H4S,H4S 2B4,15
H4S,H4S 2B5,18
H4S,H4S 2B6,2
H4S,H4S 2B7,5
H4S,H4S 2B8,8
H4S,H4S 2B9,11
H4S,H4S 2C1,4
H4S,H4S 2C2,9
H4S,H4S 2C3,8
H4S,H4S 2C5,17
H4S,H4S 2C6,25
H4S,H4S 2C7,9
H4S,H4S 2C8,3
H4S,H4S 2C9,2
H4S,H4S 2E1,5
H4S,H4S 2E2,11
H4S,H4S 2E3,19
H4S,H4S 2E5,6
H4S,H4S 2E6,3
H4S,H4S 2E7,7
H4S,H4S 2G1,21
H4S,H4S 2G4,7
H4S,H4S 2G5,11
H4T,H4T 0A1,20
H4T,H4T 0A2,24
H4T,H4T 0A3,20
H4T,H4T 0A4,20
H4T,H4T 0A5,20
H4T,H4T 0A6,21
H4T,H4T 0A7,8
H4T,H4T 0A8,8
H4T,H4T 0A9,21
H4T,H4T 1A1,23
H4T,H4T 1A2,41
H4T,H4T 1A3,23
H4T,H4T 1A5,14
H4T,H4T 1A6,26
H4T,H4T 1A7,19
H4T,H4T 1A8,24
H4T,H4T 1A9,21
H4T,H4T 1B1,23
H4T,H4T 1B2,20
H4T,H4T 1C3,29
H4T,H4T 1C6,17
H4T,H4T 1C8,14
H4T,H4T 1C9,24
H4T,H4T 1E2,21
H4T,H4T 1E3,10
H4T,H4T 1E5,13
H4T,H4T 1E7,13
H4T,H4T 1G1,10
H4T,H4T 1G2,15
H4T,H4T 1G3,16
H4T,H4T 1G4,15
H4T,H4T 1G5,13
H4T,H4T 1G6,13
H4T,H4T 1G7,16
H4T,H4T 1G8,16
H4T,H4T 1H2,15
H4T,H4T 1H4,12
H4T,H4T 1H5,14
H4T,H4T 1H6,12
H4T,H4T 1H8,12
H4T,H4T 1H9,15
H4T,H4T 1J2,16
H4T,H4T 1J5,12
H4T,H4T 1J6,14
H4T,H4T 1J8,14
H4T,H4T 1K2,16
H4T,H4T 1K4,14
H4T,H4T 1K5,17
H4T,H4T 1K6,13
H4T,H4T 1K9,14
H4T,H4T 1L1,12
H4T,H4T 1L4,13
H4T,H4T 1L6,17
H4T,H4T 1L7,17
H4T,H4T 1M1,17
H4T,H4T 1M4,13
H4T,H4T 1M5,16
H4T,H4T 1M8,22
H4T,H4T 1M9,24
H4T,H4T 1N1,23
H4T,H4T 1N2,23
H4T,H4T 1N3,14
H4T,H4T 1N4,19
H4T,H4T 1N6,17
H4T,H4T 1N7,16
H4T,H4T 1N8,10
H4T,H4T 1N9,14
H4T,H4T 1P1,13
H4T,H4T 1P2,19
H4T,H4T 1P4,10
H4T,H4T 1P5,13
H4T,H4T 1R2,10
H4T,H4T 1R3,14
H4T,H4T 1R4,14
H4T,H4T 1R7,15
H4T,H4T 1S1,21
H4T,H4T 1S3,36
H4T,H4T 1S4,13
H4T,H4T 1S5,16
H4T,H4T 1S6,17
H4T,H4T 1S7,10
H4T,H4T 1S9,14
H4T,H4T 1T1,7
H4T,H4T 1T3,39
H4T,H4T 1T4,23
H4T,H4T 1T9,18
H4T,H4T 1V3,34
H4T,H4T 1V5,10
H4T,H4T 1V6,28
H4T,H4T 1V7,12
H4T,H4T 1W1,27
H4T,H4T 1W2,27
H4T,H4T 1W5,17
H4T,H4T 1W6,8
H4T,H4T 1W7,17
H4T,H4T 1W8,15
H4T,H4T 1X2,13
H4T,H4T 1X4,34
H4T,H4T 1X5,31
H4T,H4T 1X6,13
H4T,H4T 1X7,22
H4T,H4T 1X8,19
H4T,H4T 1X9,31
H4T,H4T 1Y2,31
H4T,H4T 1Y3,17
H4T,H4T 1Y4,17
H4T,H4T 1Y5,19
H4T,H4T 1Y6,23
H4T,H4T 1Y7,14
H4T,H4T 1Y9,18
H4T,H4T 1Z2,39
H4T,H4T 1Z3,21
H4T,H4T 1Z6,34
H4T,H4T 1Z7,19
H4T,H4T 1Z8,22
H4T,H4T 1Z9,36
H4T,H4T 2A1,16
H4T,H4T 2A2,20
H4T,H4T 2A3,26
H4T,H4T 2A4,20
H4T,H4T 2A5,24
H4T,H4T 2A7,17
H4T,H4T 2B2,13
H4T,H4T 2B3,19
H4T,H4T 2B4,11
H4T,H4T 2B5,17
H4T,H4T 2C3,21
H4T,H4T 2C4,23
H4T,H4T 2C5,23
H4T,H4T 2C7,13
H4T,H4T 4L1,10
H4T,H4T 4L2,12
H4T,H4T 4L3,23
H4T,H4T 4L4,13
H4T,H4T 4L5,9
H4T,H4T 4L6,20
H4V,H4V 0A1,58
H4V,H4V 0A2,57
H4V,H4V 0A3,61
H4V,H4V 0A4,60
H4V,H4V 0A5,60
H4V,H4V 1A1,22
H4V,H4V 1A2,23
H4V,H4V 1A3,26
H4V,H4V 1A4,39
H4V,H4V 1A5,51
H4V,H4V 1A6,53
H4V,H4V 1A7,56
H4V,H4V 1A8,37
H4V,H4V 1A9,37
H4V,H4V 1B1,41
H4V,H4V 1B2,41
H4V,H4V 1B3,39
H4V,H4V 1B4,47
H4V,H4V 1B5,47
H4V,H4V 1B6,47
H4V,H4V 1B7,47
H4V,H4V 1B8,50
H4V,H4V 1B9,50
H4V,H4V 1C1,32
H4V,H4V 1C2,38
H4V,H4V 1C3,38
H4V,H4V 1C4,40
H4V,H4V 1C5,40
H4V,H4V 1C6,48
H4V,H4V 1C7,48
H4V,H4V 1C8,48
H4V,H4V 1C9,52
H4V,H4V 1E1,50
H4V,H4V 1E2,52
H4V,H4V 1E3,31
H4V,H4V 1E4,34
H4V,H4V 1E5,47
H4V,H4V 1E6,52
H4V,H4V 1E7,51
H4V,H4V 1E8,42
H4V,H4V 1E9,50
H4V,H4V 1G1,54
H4V,H4V 1G2,57
H4V,H4V 1G3,42
H4V,H4V 1G5,50
H4V,H4V 1G6,57
H4V,H4V 1G7,57
H4V,H4V 1G8,57
H4V,H4V 1G9,47
H4V,H4V 1H1,60
H4V,H4V 1H2,59
H4V,H4V 1H4,60
H4V,H4V 1H5,60
H4V,H4V 1H6,58
H4V,H4V 1H7,58
H4V,H4V 1H8,58
H4V,H4V 1J2,60
H4V,H4V 1J3,61
H4V,H4V 1J4,61
H4V,H4V 1J6,49
H4V,H4V 1J7,49
H4V,H4V 1J8,58
H4V,H4V 1J9,57
H4V,H4V 1K1,57
H4V,H4V 1K2,57
H4V,H4V 1K3,56
H4V,H4V 1K4,58
H4V,H4V 1K5,58
H4V,H4V 1K6,58
H4V,H4V 1K7,58
H4V,H4V 1K8,61
H4V,H4V 1K9,61
H4V,H4V 1L1,61
H4V,H4V 1L2,58
H4V,H4V 1L3,60
H4V,H4V 1L4,60
H4V,H4V 1L5,60
H4V,H4V 1L6,60
H4V,H4V 1L7,56
H4V,H4V 1L8,57
H4V,H4V 1L9,57
H4V,H4V 1M1,54
H4V,H4V 1M2,54
H4V,H4V 1M3,54
H4V,H4V 1M4,49
H4V,H4V 1M5,57
H4V,H4V 1M6,57
H4V,H4V 1M7,57
H4V,H4V 1M8,60
H4V,H4V 1M9,60
H4V,H4V 1N1,60
H4V,H4V 1N2,60
H4V,H4V 1N3,61
H4V,H4V 1N4,60
H4V,H4V 1N5,60
H4V,H4V 1N6,61
H4V,H4V 1N7,60
H4V,H4V 1N8,60
H4V,H4V 1N9,59
H4V,H4V 1P1,58
H4V,H4V 1P2,56
H4V,H4V 1P3,56
H4V,H4V 1P4,56
H4V,H4V 1P5,56
H4V,H4V 1P6,54
H4V,H4V 1P7,54
H4V,H4V 1P8,57
H4V,H4V 1P9,57
H4V,H4V 1R1,55
H4V,H4V 1R2,56
H4V,H4V 1R3,56
H4V,H4V 1R4,51
H4V,H4V 1R5,50
H4V,H4V 1R6,51
H4V,H4V 1R7,49
H4V,H4V 1R8,46
H4V,H4V 1R9,64
